学校名,所在地,設置,T_,B1_T,B1_M,B1_F,B1_U,B2_T,B2_M,B2_F,B2_U,B3_T,B3_M,B3_F,B3_U,R1_T,R1_M,R1_F,R1_U,R2_T,R2_M,R2_F,R2_U,R3_T,R3_M,R3_F,R3_U,設置_meta,共別,中高,year,B_M,B_F,R_M,R_F,卒数
徳山,山口,県,8,3,3,0,0,2,2,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,共,―,1983,6,0,2,0,
栃木,栃木,県,6,0,0,0,0,1,1,0,0,0,0,0,0,3,3,0,0,2,2,0,0,0,0,0,0,1,男,―,1983,1,0,5,0,
韮山,静岡,県,4,0,0,0,0,1,1,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,共,―,1983,2,0,2,0,
白河,福島,県,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,男,―,1983,1,0,0,0,
半田,愛知,県,5,1,1,0,0,1,1,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,共,―,1983,4,0,1,0,
磐城,福島,県,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,男,―,1983,0,0,2,0,
磐城女子,福島,県,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,女,―,1983,0,0,0,1,
姫路西,兵庫,県,8,1,0,1,0,2,2,0,0,0,0,0,0,4,4,0,0,1,1,0,0,0,0,0,0,1,共,―,1983,2,1,5,0,
浜松北,静岡,県,16,5,5,0,0,0,0,0,0,2,1,1,0,5,5,0,0,3,3,0,0,1,1,0,0,1,共,―,1983,6,1,9,0,
富山,富山,県,17,3,3,0,0,4,4,0,0,1,0,1,0,6,6,0,0,3,2,1,0,0,0,0,0,1,共,―,1983,7,1,8,1,
富山中部,富山,県,18,4,4,0,0,2,2,0,0,1,0,1,0,7,7,0,0,4,3,1,0,0,0,0,0,1,共,―,1983,6,1,10,1,
武生,福井,県,4,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,共,―,1983,2,0,2,0,
福岡,福岡,県,4,1,1,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,共,―,1983,2,0,2,0,
福島,福島,県,7,1,1,0,0,1,1,0,0,1,1,0,0,2,2,0,0,2,2,0,0,0,0,0,0,1,男,―,1983,3,0,4,0,
平塚江南,神奈川,県,10,1,1,0,0,1,1,0,0,2,2,0,0,1,1,0,0,5,5,0,0,0,0,0,0,1,共,―,1983,4,0,6,0,
米子東,鳥取,県,10,2,1,1,0,1,1,0,0,2,2,0,0,5,5,0,0,0,0,0,0,0,0,0,0,1,共,―,1983,4,1,5,0,
柳井,山口,県,4,2,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,共,―,1983,4,0,0,0,
お茶の水女子大附,東京,国,8,1,0,1,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,4,0,0,0,0,0,0,女,中,1983,0,4,0,4,
金沢大附,石川,国,28,9,8,1,0,0,0,0,0,4,3,1,0,11,10,0,1,4,4,0,0,0,0,0,0,1,共,中,1983,11,2,14,0,
広島大附,広島,国,17,6,6,0,0,1,1,0,0,2,1,1,0,7,6,0,1,1,1,0,0,0,0,0,0,1,共,中,1983,8,1,7,0,
広島大附福山,広島,国,16,3,3,0,0,0,0,0,0,3,3,0,0,9,8,0,1,1,1,0,0,0,0,0,0,1,共,中,1983,6,0,9,0,
大阪教育大附池田,大阪,国,10,5,4,1,0,0,0,0,0,2,1,1,0,2,2,0,0,1,0,1,0,0,0,0,0,1,共,中,1983,5,2,2,1,
大阪教育大附天王寺,大阪,国,10,4,4,0,0,2,2,0,0,0,0,0,0,3,3,0,0,1,1,0,0,0,0,0,0,1,共,中,1983,6,0,4,0,
筑波大附,東京,国,57,9,8,1,0,8,8,0,0,6,2,4,0,17,16,1,0,13,4,9,0,4,-7,11,0,1,共,中,1983,18,5,13,21,
筑波大附駒場,東京,国,102,38,38,0,0,14,14,0,0,12,12,0,0,28,28,0,0,6,6,0,0,4,4,0,0,1,男,中,1983,64,0,38,0,
東京学芸大附,東京,国,92,17,14,3,0,19,13,5,1,13,5,8,0,32,24,7,1,11,5,6,0,0,0,0,0,1,共,中,1983,32,16,29,13,
徳島市立,徳島,市,6,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,2,1,1,0,0,0,0,0,1,共,―,1983,0,0,4,2,
サレジオ学院,神奈川,私,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,男,中,1983,1,0,0,0,
ノートルダム清心,広島,私,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,女,中,1983,0,0,0,1,
フェリス女学院,神奈川,私,5,2,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,女,中,1983,0,3,0,2,
ラ・サール,鹿児島,私,82,24,24,0,0,4,4,0,0,8,8,0,0,25,25,0,0,11,11,0,0,10,10,0,0,1,男,中,1983,36,0,46,0,
愛光,愛媛,私,34,6,6,0,0,6,6,0,0,3,3,0,0,17,17,0,0,1,1,0,0,1,1,0,0,1,男,中,1983,15,0,19,0,
栄光学園,神奈川,私,73,18,18,0,0,13,13,0,0,6,6,0,0,27,27,0,0,5,5,0,0,4,4,0,0,1,男,中,1983,37,0,36,0,
横浜雙葉,神奈川,私,3,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,女,中,1983,0,2,0,1,
海城,東京,私,8,2,2,0,0,1,1,0,0,2,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,男,中,1983,5,0,3,0,
開成,東京,私,129,28,28,0,0,18,18,0,0,11,11,0,0,53,53,0,0,14,14,0,0,5,5,0,0,1,男,中,1983,57,0,72,0,
学習院高等科,東京,私,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,男,中,1983,0,0,1,0,
鎌倉学園,神奈川,私,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,男,中,1983,0,0,1,0,
久留米大学附設,福岡,私,36,11,11,0,0,9,9,0,0,4,4,0,0,8,8,0,0,4,4,0,0,0,0,0,0,1,男,中,1983,24,0,12,0,
暁星,東京,私,3,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,男,中,1983,3,0,0,0,
暁星国際,千葉,私,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,男,―,1983,1,0,1,0,
桐蔭学園,神奈川,私,22,3,3,0,0,3,3,0,0,2,2,0,0,9,9,0,0,5,5,0,0,0,0,0,0,1,併[男],中,1983,8,0,14,0,
桐朋,東京,私,39,5,5,0,0,4,4,0,0,7,7,0,0,12,12,0,0,10,10,0,0,1,1,0,0,1,男,中,1983,16,0,23,0,
駒場東邦,東京,私,26,5,5,0,0,6,6,0,0,3,3,0,0,7,7,0,0,3,3,0,0,2,2,0,0,1,男,中,1983,14,0,12,0,
慶應義塾,神奈川,私,5,1,1,0,0,1,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,男,中,1983,2,0,3,0,
慶應義塾志木,埼玉,私,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,男,―,1983,1,0,0,0,
佼成学園,東京,私,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,男,中,1983,1,0,1,0,
光塩女子学院高等科,東京,私,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,女,中,1983,0,0,0,2,
広島学院,広島,私,36,8,8,0,0,2,2,0,0,5,5,0,0,16,16,0,0,4,4,0,0,1,1,0,0,1,男,中,1983,15,0,21,0,
攻玉社,東京,私,3,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,男,中,1983,1,0,2,0,
甲陽学院,兵庫,私,25,9,9,0,0,0,0,0,0,4,4,0,0,10,10,0,0,2,2,0,0,0,0,0,0,1,男,中,1983,13,0,12,0,
高知学芸,高知,私,6,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,3,2,1,0,0,0,0,0,1,共,中,1983,2,0,2,2,
高槻,大阪,私,4,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,男,中,1983,2,0,2,0,
高田,三重,私,6,1,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,1,1,0,0,0,0,0,0,1,共,中,1983,1,0,5,0,
桜蔭,東京,私,18,4,0,4,0,0,0,0,0,1,0,1,0,3,0,3,0,9,0,9,0,1,0,1,0,0,女,中,1983,0,5,0,13,
市川,千葉,私,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,男,中,1983,0,0,2,0,
芝,東京,私,5,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,男,中,1983,2,0,3,0,
修道,広島,私,11,3,3,0,0,3,3,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,1,男,中,1983,6,0,5,0,
淳心学院,兵庫,私,23,6,6,0,0,6,6,0,0,2,2,0,0,7,7,0,0,1,1,0,0,1,1,0,0,1,男,中,1983,14,0,9,0,
女子学院,東京,私,12,1,0,1,0,1,0,1,0,5,0,5,0,0,0,0,0,5,0,5,0,0,0,0,0,0,女,中,1983,0,7,0,5,
城北,東京,私,4,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,1,男,中,1983,1,0,3,0,
神戸女学院高等学部,兵庫,私,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,女,中,1983,0,1,0,1,
逗子開成,神奈川,私,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,男,―,1983,0,0,1,0,
成蹊,東京,私,6,2,2,0,0,1,1,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,共,中,1983,5,0,1,0,
清風南海,大阪,私,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,1,男,―,1983,0,0,3,0,
聖光学院,神奈川,私,15,1,1,0,0,3,3,0,0,0,0,0,0,7,7,0,0,4,4,0,0,0,0,0,0,1,男,中,1983,4,0,11,0,
聖心女子学院高等科,東京,私,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,女,中,1983,0,0,0,1,
青雲,長崎,私,7,2,2,0,0,1,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,1,1,0,0,1,男,中,1983,3,0,4,0,
静岡聖光学院,静岡,私,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,男,中,1983,1,0,0,0,
静岡雙葉,静岡,私,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,中,1983,0,1,0,0,
浅野,神奈川,私,5,1,1,0,0,0,0,0,0,2,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,男,中,1983,3,0,2,0,
創価,東京,私,5,1,1,0,0,1,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,共[男],中,1983,2,0,3,0,
早稲田,東京,私,6,1,1,0,0,2,2,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,男,中,1983,3,0,3,0,
早稲田実,東京,私,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,男,中,1983,0,0,1,0,
早稲田大学高等学院,東京,私,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,男,中,1983,1,0,0,0,
巣鴨,東京,私,7,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,1,0,0,0,0,0,0,1,男,中,1983,3,0,4,0,
大阪星光学院,大阪,私,9,2,2,0,0,1,1,0,0,1,1,0,0,2,2,0,0,3,3,0,0,0,0,0,0,1,男,中,1983,4,0,5,0,
滝,愛知,私,8,2,2,0,0,0,0,0,0,1,0,1,0,2,2,0,0,2,1,1,0,1,1,0,0,1,共,中,1983,2,1,4,1,
中央大附,東京,私,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,男,―,1983,1,0,1,0,
調布,東京,私,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,女,中,1983,0,0,0,1,
田園調布雙葉,東京,私,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,中,1983,0,1,0,0,
土佐,高知,私,6,2,2,0,0,0,0,0,0,1,0,1,0,1,1,0,0,2,2,0,0,0,0,0,0,1,共,中,1983,2,1,3,0,
東海,愛知,私,18,4,4,0,0,3,3,0,0,1,1,0,0,8,8,0,0,1,1,0,0,1,1,0,0,1,男,中,1983,8,0,10,0,
東大寺学園,奈良,私,18,5,5,0,0,3,3,0,0,1,1,0,0,7,7,0,0,1,1,0,0,1,1,0,0,1,男,中,1983,9,0,9,0,
灘,兵庫,私,123,43,43,0,0,9,9,0,0,5,5,0,0,43,43,0,0,6,6,0,0,17,17,0,0,1,男,中,1983,57,0,66,0,
函館ラ・サール,北海道,私,10,1,1,0,0,1,1,0,0,4,4,0,0,2,2,0,0,1,1,0,0,1,1,0,0,1,男,―,1983,6,0,4,0,
武蔵,東京,私,73,16,16,0,0,8,8,0,0,7,7,0,0,31,31,0,0,7,7,0,0,4,4,0,0,1,男,中,1983,31,0,42,0,
麻布,東京,私,106,21,21,0,0,17,17,0,0,10,10,0,0,42,42,0,0,13,13,0,0,3,3,0,0,1,男,中,1983,48,0,58,0,
明治大付明治,東京,私,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,男,中,1983,0,0,1,0,
明星,大阪,私,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,男,中,1983,1,0,0,0,
洛星,京都,私,17,5,5,0,0,3,3,0,0,2,2,0,0,5,5,0,0,2,2,0,0,0,0,0,0,1,男,中,1983,10,0,7,0,
洛南,京都,私,7,4,4,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,1,男,―,1983,4,0,3,0,
立教,埼玉,私,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,男,―,1983,0,0,1,0,
立教女学院,東京,私,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,中,1983,0,1,0,0,
六甲,兵庫,私,4,1,1,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,男,中,1983,2,0,2,0,
雙葉,東京,私,3,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,女,中,1983,0,2,0,1,
獨協,東京,私,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,男,中,1983,0,0,1,0,
戸山,東京,都,26,0,0,0,0,2,1,1,0,5,5,0,0,12,12,0,0,7,7,0,0,0,0,0,0,1,共,―,1983,6,1,19,0,
国立,東京,都,35,6,6,0,0,9,8,0,1,3,2,1,0,10,10,0,0,7,5,1,1,0,0,0,0,1,共,―,1983,16,1,15,1,
三田,東京,都,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,1,0,0,0,0,0,0,1,共,―,1983,0,0,4,0,
秋川,東京,都,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,男,―,1983,0,0,1,0,
小石川,東京,都,10,1,1,0,0,0,0,0,0,3,3,0,0,2,2,0,0,4,3,1,0,0,0,0,0,1,共,―,1983,4,0,5,1,
西,東京,都,33,3,3,0,0,4,4,0,0,2,1,1,0,18,17,1,0,6,5,1,0,0,0,0,0,1,共,―,1983,8,1,22,2,
青山,東京,都,33,6,6,0,0,6,6,0,0,2,2,0,0,12,12,0,0,6,5,0,1,1,1,0,0,1,共,―,1983,14,0,18,0,
日比谷,東京,都,5,2,2,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,共,―,1983,4,0,1,0,
白鷗,東京,都,7,1,1,0,0,1,1,0,0,0,0,0,0,3,3,0,0,2,2,0,0,0,0,0,0,1,共,―,1983,2,0,5,0,
富士,東京,都,18,4,3,1,0,2,2,0,0,0,0,0,0,3,3,0,0,9,6,3,0,0,0,0,0,1,共,―,1983,5,1,9,3,
立川,東京,都,27,1,1,0,0,4,3,1,0,5,4,1,0,12,12,0,0,5,5,0,0,0,0,0,0,1,共,―,1983,8,2,17,0,
両国,東京,都,8,1,1,0,0,2,1,1,0,2,1,1,0,2,2,0,0,1,1,0,0,0,0,0,0,1,共,―,1983,3,2,3,0,
札幌南,北海道,道,25,4,4,0,0,6,5,0,1,4,2,2,0,7,7,0,0,4,4,0,0,0,0,0,0,1,共,―,1983,11,2,11,0,
札幌北,北海道,道,8,2,2,0,0,1,1,0,0,1,0,0,1,3,3,0,0,1,1,0,0,0,0,0,0,1,共,―,1983,3,0,4,0,
茨木,大阪,府,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,1,共,―,1983,0,0,3,1,
高津,大阪,府,6,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,1,共,―,1983,3,0,3,0,
三国丘,大阪,府,9,5,5,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,共,―,1983,6,0,3,0,
天王寺,大阪,府,6,2,2,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,1,0,0,0,0,0,0,1,共,―,1983,2,0,4,0,
北野,大阪,府,17,4,3,1,0,0,0,0,0,6,6,0,0,5,5,0,0,2,2,0,0,0,0,0,0,1,共,―,1983,9,1,7,0,
大検,―,―,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,1,―,―,1983,1,0,3,0,
旭丘,愛知,県,27,13,12,1,0,3,3,0,0,3,1,2,0,7,7,0,0,1,1,0,0,0,0,0,0,1,共,―,1984,16,3,8,0,
安積,福島,県,8,1,1,0,0,2,2,0,0,1,1,0,0,3,3,0,0,1,1,0,0,0,0,0,0,1,男,―,1984,4,0,4,0,
一宮,愛知,県,4,1,1,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,共,―,1984,3,0,1,0,
宇都宮,栃木,県,4,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,男,―,1984,2,0,2,0,
浦和,埼玉,県,54,8,8,0,0,11,11,0,0,8,8,0,0,20,20,0,0,7,7,0,0,0,0,0,0,1,男,―,1984,27,0,27,0,
浦和第一女子,埼玉,県,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,女,―,1984,0,0,0,1,
横須賀,神奈川,県,8,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,1,2,1,1,0,0,0,0,0,1,共,―,1984,0,0,6,1,
横浜翠嵐,神奈川,県,8,0,0,0,0,1,1,0,0,2,2,0,0,3,3,0,0,2,1,1,0,0,0,0,0,1,共,―,1984,3,0,4,1,
横浜緑ケ丘,神奈川,県,8,0,0,0,0,0,0,0,0,1,1,0,0,5,5,0,0,2,1,1,0,0,0,0,0,1,共,―,1984,1,0,6,1,
岡崎,愛知,県,13,1,1,0,0,0,0,0,0,0,0,0,0,8,8,0,0,4,2,2,0,0,0,0,0,1,共,―,1984,1,0,10,2,
岡崎北,愛知,県,5,1,1,0,0,2,2,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,共,―,1984,3,0,2,0,
岡山一宮,岡山,県,7,1,1,0,0,2,2,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,共,―,1984,4,0,3,0,
岡山操山,岡山,県,9,4,4,0,0,1,1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,1,共,―,1984,5,0,4,0,
岡山大安寺,岡山,県,11,3,2,1,0,2,2,0,0,0,0,0,0,3,2,1,0,2,1,1,0,1,1,0,0,1,共,―,1984,4,1,4,2,
岡山朝日,岡山,県,8,3,3,0,0,1,1,0,0,0,0,0,0,2,2,0,0,2,2,0,0,0,0,0,0,1,共,―,1984,4,0,4,0,
岡山芳泉,岡山,県,5,3,3,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,共,―,1984,3,0,2,0,
下関西,山口,県,8,1,1,0,0,1,1,0,0,1,1,0,0,3,3,0,0,2,2,0,0,0,0,0,0,1,共,―,1984,3,0,5,0,
加納,岐阜,県,14,3,2,0,1,2,2,0,0,2,1,1,0,4,4,0,0,3,3,0,0,0,0,0,0,1,共,―,1984,5,1,7,0,
会津,福島,県,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,男,―,1984,1,0,0,0,
丸亀,香川,県,12,2,2,0,0,2,2,0,0,0,0,0,0,6,6,0,0,2,2,0,0,0,0,0,0,1,共,―,1984,4,0,8,0,
岐阜,岐阜,県,12,3,3,0,0,3,3,0,0,0,0,0,0,5,5,0,0,1,1,0,0,0,0,0,0,1,共,―,1984,6,0,6,0,
宮崎西,宮崎,県,10,1,1,0,0,0,0,0,0,1,1,0,0,5,5,0,0,3,3,0,0,0,0,0,0,1,共,―,1984,2,0,8,0,
宮崎南,宮崎,県,4,0,0,0,0,1,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,共,―,1984,1,0,3,0,
金沢泉丘,石川,県,5,2,2,0,0,1,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,共,―,1984,4,1,0,0,
熊谷,埼玉,県,9,0,0,0,0,3,3,0,0,0,0,0,0,2,2,0,0,4,4,0,0,0,0,0,0,1,男,―,1984,3,0,6,0,
熊本,熊本,県,21,8,8,0,0,4,4,0,0,1,0,1,0,4,4,0,0,4,4,0,0,0,0,0,0,1,共,―,1984,12,1,8,0,
桑名,三重,県,6,1,1,0,0,1,1,0,0,0,0,0,0,2,2,0,0,2,2,0,0,0,0,0,0,1,共,―,1984,2,0,4,0,
古川,宮城,県,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,男,―,1984,1,0,0,0,
光陵,神奈川,県,12,1,1,0,0,0,0,0,0,2,2,0,0,7,7,0,0,2,2,0,0,0,0,0,0,1,共,―,1984,3,0,9,0,
厚木,神奈川,県,21,4,4,0,0,2,2,0,0,3,2,1,0,8,8,0,0,3,3,0,0,1,1,0,0,1,共,―,1984,8,1,12,0,
高岡,富山,県,21,3,3,0,0,2,0,2,0,3,3,0,0,7,7,0,0,6,3,3,0,0,0,0,0,1,共,―,1984,6,2,10,3,
高崎,群馬,県,8,1,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,1,男,―,1984,4,0,4,0,
高志,福井,県,4,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,共,―,1984,1,1,2,0,
高松,香川,県,11,1,1,0,0,3,3,0,0,1,1,0,0,2,2,0,0,3,3,0,0,1,1,0,0,1,共,―,1984,5,0,6,0,
今治西,愛媛,県,5,0,0,0,0,1,1,0,0,1,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,1,共,―,1984,1,1,3,0,
佐賀西,佐賀,県,5,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,共,―,1984,4,0,1,0,
山形東,山形,県,8,2,2,0,0,0,0,0,0,2,2,0,0,1,1,0,0,3,3,0,0,0,0,0,0,1,共,―,1984,4,0,4,0,
四日市,三重,県,4,1,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,共,―,1984,1,0,3,0,
四日市南,三重,県,4,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,1,共,―,1984,1,0,3,0,
時習館,愛知,県,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,1,共,―,1984,1,0,3,0,
酒田東,山形,県,4,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,共,―,1984,2,0,2,0,
修猷館,福岡,県,15,4,4,0,0,2,2,0,0,2,1,1,0,5,5,0,0,2,1,1,0,0,0,0,0,1,共,―,1984,7,1,6,1,
秋田,秋田,県,8,2,2,0,0,0,0,0,0,3,3,0,0,2,2,0,0,1,1,0,0,0,0,0,0,1,共,―,1984,5,0,3,0,
渋川,群馬,県,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,男,―,1984,1,0,0,0,
春日部,埼玉,県,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,男,―,1984,1,0,1,0,
小倉,福岡,県,4,2,2,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,共,―,1984,3,1,0,0,
小野,兵庫,県,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,1,共,―,1984,0,0,4,0,
松江南,島根,県,10,1,1,0,0,1,1,0,0,4,3,1,0,3,2,1,0,1,1,0,0,0,0,0,0,1,共,―,1984,5,1,3,1,
松山,埼玉,県,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,男,―,1984,1,0,0,0,
松山東,愛媛,県,15,2,2,0,0,1,1,0,0,1,0,1,0,5,4,1,0,6,5,1,0,0,0,0,0,1,共,―,1984,3,1,9,2,
松本深志,長野,県,13,2,2,0,0,0,0,0,0,4,2,2,0,4,3,1,0,3,2,1,0,0,0,0,0,1,共,―,1984,4,2,5,2,
沼田,群馬,県,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,男,―,1984,0,0,1,0,
湘南,神奈川,県,41,6,5,1,0,5,5,0,0,7,6,1,0,12,9,2,1,10,8,2,0,1,1,0,0,1,共,―,1984,16,2,18,4,
上田,長野,県,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,1,共,―,1984,1,0,3,0,
新潟,新潟,県,11,1,1,0,0,2,1,1,0,2,1,1,0,4,4,0,0,2,2,0,0,0,0,0,0,1,共,―,1984,3,2,6,0,
真岡,栃木,県,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,男,―,1984,1,0,0,0,
諏訪清陵,長野,県,6,1,1,0,0,0,0,0,0,2,1,1,0,2,2,0,0,1,1,0,0,0,0,0,0,1,共,―,1984,2,1,3,0,
水戸第一,茨城,県,12,3,3,0,0,1,1,0,0,2,1,1,0,5,5,0,0,1,1,0,0,0,0,0,0,1,共,―,1984,5,1,6,0,
